id_reservation,reservation_sk,service_sk,event_sk,complaint_sk,beneficiary_sk,provider_sk,subcategory_sk,date_sk,localisation_sk,budget,rating,price,marketing_spend,new_beneficiaries,visitors,reservations
10592,1602,17429,10776,1447,4244,15437,17952,100,6,47137,3,3991,57016,1982,15076,300
10601,1611,17932,8722,2181,2221,14996,17951,71,48,47572,3,4067,32839,1491,9892,300
10602,1612,16258,9208,1486,3350,14739,17952,75,36,63180,2,3669,30418,1339,13764,300
10603,1613,16979,5933,264,2880,15398,17954,84,12,8132,1,2159,13956,904,14589,300
10604,1614,17188,4176,2217,610,14767,17953,98,19,36326,3,3596,27632,1359,16667,300
10605,1615,15792,4820,845,4885,15283,17952,96,42,16676,1,3230,24945,1234,17053,300
10608,1618,16925,5540,1709,2969,15293,17951,89,7,16968,2,2727,24616,1436,12677,300
10609,1619,17670,8185,491,3048,15271,17953,46,8,22528,1,4948,33514,1241,6929,300
10613,1623,15467,4533,1699,651,15145,17953,93,43,33715,1,1958,15742,1082,13723,300
10619,1629,17731,7281,1900,2341,14949,17953,54,21,30039,3,4709,13541,919,9839,300
10621,1631,16245,11238,1305,3259,14834,17952,89,9,11187,1,2103,16034,1069,14187,300
10623,1633,17622,2585,1491,2388,15183,17953,90,7,16120,2,1888,37764,1752,13233,300
10624,1634,16099,9925,554,4462,14881,17954,64,8,16162,2,1917,15455,1029,8878,300
10626,1636,15820,9254,537,246,15436,17953,80,39,34405,1,3295,17157,968,12247,300
10627,1637,16579,2032,1259,1708,14833,17951,98,38,55908,1,4091,16983,1165,17226,300
10629,1639,17873,5919,668,4049,14678,17951,100,12,53240,3,4301,56861,1982,13447,300
10630,1640,16488,5252,241,3194,14919,17952,96,15,62446,1,7826,34173,1664,14367,300
10636,1646,17599,2267,1011,1824,15018,17953,86,20,16128,1,4526,22473,1242,13413,300
10642,1652,17603,1658,2367,2707,14817,17953,84,44,30509,1,4265,11633,1159,14014,300
10644,1654,16531,1708,2010,4581,14963,17953,96,38,28855,2,3468,7929,793,14140,300
10663,1673,16953,9940,1261,2223,14704,17951,95,39,51040,3,5686,62371,1982,12434,300
10672,1682,15466,2256,56,2092,14865,17952,91,5,10826,2,3439,12960,1129,13511,300
10676,1686,16817,4824,1053,3301,14944,17954,78,42,14938,1,2756,12142,771,13241,300
10677,1687,15912,2092,751,4131,15213,17952,83,12,42454,1,4065,20334,1094,14124,300
10681,1691,16243,7209,2461,1262,15411,17952,92,40,48448,3,5082,33980,1541,12782,300
10684,1694,16921,4659,2173,1838,14721,17952,96,3,10751,2,1597,20509,1115,16509,300
10691,1701,16572,2817,1181,3217,15223,17951,62,10,33003,3,7148,16544,972,12404,300
10692,1702,16972,1510,895,1239,15338,17954,79,42,13266,2,1259,8052,698,14289,300
10695,1705,17801,6851,1627,4894,15073,17952,97,41,60953,2,5196,51628,1982,14564,300
10698,1708,16430,7315,1064,2452,15061,17954,68,24,10580,3,1673,14466,976,9997,300
10699,1709,15463,9298,1431,1911,15328,17951,59,17,32764,2,8684,63420,1982,10654,300
10726,1736,17544,11599,1029,1447,14854,17951,98,31,35288,2,4269,30105,1551,16262,300
10728,1738,17392,4934,2203,3330,15002,17953,45,33,34106,3,1602,35108,1521,7418,300
10736,1746,17108,9097,1127,878,14865,17952,93,30,19983,2,1178,11351,943,12450,300
10747,1757,16963,143,336,2764,15343,17954,100,36,14619,1,2632,4012,822,17825,300
10751,1761,17507,9073,2231,1321,14995,17952,91,17,14903,3,2374,23508,1444,12936,300
10755,1765,16921,6808,2379,13,14994,17954,66,24,11502,3,2610,13696,747,8346,300
10756,1766,16913,10437,638,2202,15151,17951,84,27,50417,1,8299,52863,1974,13229,300
10766,1776,17832,4923,2259,3361,14740,17954,50,38,19538,3,3601,8665,865,7364,300
10769,1779,17662,5741,797,846,15355,17951,97,34,17361,1,3101,8622,930,13355,300
10770,1780,17791,594,2350,2844,15014,17954,60,31,7399,2,1188,10118,660,11483,300
10773,1783,17227,2900,2305,4023,14949,17953,22,14,33611,1,3312,36765,1307,3301,300
10781,1791,16913,7339,418,1259,14859,17952,45,41,26179,1,5631,62679,1982,8285,300
10786,1796,16895,5705,1214,2593,15436,17951,77,38,13376,1,3737,6079,979,11533,300
10795,1805,16547,1206,243,2796,14831,17953,78,27,23537,1,3203,11076,1087,12733,300
10796,1806,17204,3913,210,2696,14860,17951,92,29,48389,3,3863,57718,1982,13730,300
10797,1807,16722,2023,693,2882,15094,17954,98,2,22120,1,1136,12883,937,13134,300
10804,1814,16325,323,1220,2275,15076,17952,84,8,50085,1,8521,57983,1982,11845,300
10806,1816,15736,10070,1775,1500,15436,17952,97,38,31892,2,5803,28812,1266,16969,300
10812,1822,15476,5661,625,630,15246,17952,62,29,51858,2,3337,22442,957,9854,300
10815,1825,15909,6886,723,1634,14960,17951,100,40,12203,2,2472,17630,1309,17143,300
10818,1828,15701,11743,2132,1727,15371,17951,83,37,25816,3,3973,8015,883,13670,300
10819,1829,17305,1510,59,4194,14912,17951,96,32,57658,1,7641,53928,1982,16495,300
10829,1839,17899,11666,651,955,14985,17953,69,13,16209,3,3785,13815,934,10978,300
10835,1845,15941,8038,191,4100,15211,17951,85,15,60685,1,8024,22799,1377,13609,300
10847,1857,16830,4277,1594,3743,14782,17951,98,38,13593,1,2116,23063,1216,13734,300
10852,1862,15671,6364,725,2453,15056,17953,37,12,21958,3,1318,14502,986,4772,300
10856,1866,17317,8282,1931,4280,15351,17953,81,15,19533,3,2895,21425,1305,14259,300
10861,1871,15953,9204,507,591,14699,17952,99,14,50984,1,8439,40788,1913,15938,300
10862,1872,17878,9478,1651,17,15322,17951,58,13,49800,1,6714,33185,1358,9466,300
10863,1873,15605,503,53,3783,14770,17953,2,42,31897,2,2980,13378,463,1107,181
10864,1874,16703,11012,615,3552,15318,17954,77,19,14906,1,2836,10036,1087,11104,300
10871,1881,15797,9666,1018,1675,14963,17952,94,42,61990,3,3767,41909,1709,13955,300
10882,1892,17277,7241,1532,3432,15338,17951,82,45,50152,2,4087,38689,1657,11292,300
10888,1898,16370,3841,2136,3235,14720,17952,100,34,64561,2,4118,35929,1661,15566,300
10889,1899,15471,6861,17,4289,14760,17953,88,38,34620,2,2790,14715,1263,11761,300
10894,1904,17176,1823,1780,130,15095,17953,81,28,33757,1,4416,20163,994,13850,300
10902,1912,15873,6906,2237,1912,14721,17951,91,17,11937,3,3404,17379,1049,12872,300
10905,1915,17756,1915,1825,3493,14916,17952,76,3,56693,2,5141,25873,1312,10773,300
10909,1919,17425,6854,2360,4516,15117,17953,98,47,15542,2,3324,26805,1517,16249,300
10913,1923,15863,4169,2164,369,14747,17953,93,6,27580,1,2994,38884,1818,14967,300
10915,1925,16480,9681,2420,1311,14736,17951,84,13,64970,2,6661,47790,1720,15611,300
10923,1933,16966,3490,268,4056,14912,17952,43,8,27483,2,3570,26318,1169,8332,300
10935,1945,16207,11551,36,60,15340,17953,90,17,29698,2,2711,22581,1326,12759,300
10936,1946,15565,8984,780,3853,15283,17952,78,8,52009,2,5109,61652,1982,14643,300
10938,1948,17624,4964,373,4237,15072,17952,9,6,27074,3,1593,14224,607,4667,300
10948,1958,15592,4457,1229,726,15151,17952,95,46,53413,1,4097,34096,1385,15037,300
10952,1962,16223,11133,1350,210,14877,17953,57,39,17403,1,3059,26495,1193,7843,300
10953,1963,17512,6806,1774,3891,15175,17954,91,31,16222,2,565,4936,834,16693,300
10964,1974,16623,4022,1254,3108,15150,17953,86,10,23227,3,4183,14080,1193,11326,300
10969,1979,16408,10871,2539,3698,14984,17952,93,6,56548,3,4386,55348,1982,14246,300
10970,1980,16322,9328,1763,4228,14949,17953,96,42,14322,2,1632,28534,1578,15074,300
10974,1984,15536,2978,1256,1337,15226,17951,90,45,27661,2,6070,59464,1948,11776,300
10975,1985,16533,5101,493,4250,14680,17954,53,44,12324,5,1066,9697,954,9753,300
10980,1990,17904,11365,1033,2172,15007,17953,65,21,25787,5,2665,27523,1382,11368,300
10988,1998,16149,7178,1442,4286,14667,17951,49,30,57615,5,6251,55553,1699,6691,300
10989,1999,16082,9730,106,4700,15003,17951,24,41,44293,4,7297,29857,987,3328,300
10997,2007,16443,6641,1030,1295,14734,17952,82,35,19427,5,1055,14289,985,14160,300
10977,1987,16913,7126,970,2606,14867,17951,72,17,25193,3,7205,41397,1738,9199,300
10979,1989,15623,5229,1187,1864,15103,17954,73,31,9378,3,1369,9529,707,9167,300
10985,1995,16467,2338,51,1,15245,17954,99,23,8669,3,1806,12628,889,16574,300
10986,1996,16496,717,234,594,15034,17953,100,32,14870,4,2740,32659,1536,14472,300
10987,1997,16879,9098,1002,3526,14867,17954,47,40,8153,3,1998,4374,610,7015,300
10990,2000,17897,3704,1223,3581,15067,17953,100,36,23374,4,1841,18571,1064,16885,300
10995,2005,16770,10774,1583,891,15174,17953,96,42,30361,4,2056,17707,1156,14025,300
10981,1991,16964,7304,2097,2612,15163,17951,68,47,61925,4,5034,34783,1529,11781,300
10992,2002,17567,10794,591,3804,14894,17952,77,28,59889,4,3185,20717,1098,13873,300
10993,2003,16323,5302,778,2908,15220,17952,95,24,37268,4,7996,19782,1106,13899,300
10994,2004,15910,2399,1242,2694,14911,17951,68,32,48052,3,8403,48024,1880,12182,300
10999,2009,16374,3470,1103,162,14788,17953,87,43,19518,4,1401,7233,874,15606,300
10978,1988,17140,1068,372,794,14701,17954,100,15,11497,5,1900,17411,1143,17248,300
10982,1992,16922,8639,1951,3122,14753,17952,70,5,51119,4,6186,41693,1431,13387,300
10976,1986,17434,8040,1035,1556,14949,17952,68,42,62902,2,4444,49134,1876,12349,300
10983,1993,16157,1586,2365,1782,14881,17952,98,30,56661,2,6064,56762,1982,12867,300
10984,1994,16735,3970,201,3720,14860,17951,77,18,31775,3,8348,43042,1544,14213,300
10991,2001,17349,1262,640,1994,15056,17953,79,19,8415,3,2837,12111,1042,10925,300
10996,2006,16062,10837,122,2605,14760,17952,66,10,25538,2,5133,54977,1970,9950,300
10998,2008,17169,3136,78,4667,14960,17953,84,40,25808,3,4202,39911,1460,11596,300
